content,date,stars,title,company,user
Had a lot of fun. Very challenging and engaging. Hope to try more rooms next year. Also hopefully will succeed!,6-Sep-17,50,Fun times,Escape The Room Atlanta,batmanfangirl
"There was 4 of us and 3 of us had never done an escape room before. We had a great time. It was challenging but doable, you can ask for clues if you need them. Would definitely recommend!",6-Sep-17,50,Very Fun - News Room,Escape The Room Atlanta,lindsay829
Our first Escape the Room experience was amazing! So much fun we went back the next day. The staff is accommodating and helpful. They enjoy their job and work hard to make sure the experience is great for you!,4-Sep-17,50,Fun family time!,Escape The Room Atlanta,rhstory
This was the most funnest thing I have done in a long time...I definitely will be coming back to do a different room!,4-Sep-17,50,Smarter than I thought!,Escape The Room Atlanta,nikkim385
"The room was well put together and we had fun,.. but they promised to send us a snap shot of our victory photo... We never received it... Liars.. All the money we paid to play I really don't appreciate it... Liars,Hello
Thank you for visiting us at Escape The Room Atlanta. I'm glad your group enjoyed the experience, with regard to the pictures, we typically send them out on Monday mornings, check your spam if you did not receive it regular email, they are also...",14-Aug-17,20,Liars,Escape The Room Atlanta,terryannd320
For my first time going with my coworkers it was amazing I mean it's all about team work. I'm really looking forward to planning on going with my family. Can't wait to see what else they have. Over all I loved it and definitely going...,14-Aug-17,50,Awesome sauce,Escape The Room Atlanta,3vikisha
"Fun, organized, would do it again! The clues were difficult...the facilitator was friendly. We made it out in 55 minutes!",14-Aug-17,50,Newsroom,Escape The Room Atlanta,lpicc71
It was a great experience. I enjoyed the challenge that it gave us as a group. I wouldn't trying it again. It gives you a trill trying to figure you way out of whatever situation your in.,14-Aug-17,50,ATL REVIEW,Escape The Room Atlanta,Travis_1300McduffieP
"We used Escape the Room as our Staff Retreat and it was a hit. Cliff, the coordinator I worked with for our event, was very helpful and accommodating and the actual event was so fun. It really got us to listen to one another and...",14-Aug-17,50,A very good time!,Escape The Room Atlanta,angela_keys
What a great and challenging TEAM experience! Would definitely refer this to others! Can't wait for the next time!,11-Aug-17,50,HAD A BLAST,Escape The Room Atlanta,AltaMidtownATL
I had so much fun. we loved it and really enjoyed ourselves. The staff was friendly. the room was nice. it was hard enough to keep you wondering but easy enough for us to actually solve it.,10-Aug-17,50,i loved y'all,Escape The Room Atlanta,lakendriab
We were skeptical about it but it was such a good time! We loved our trip to Escape the Room! Our clue master was awesome!,8-Aug-17,50,Great experience,Escape The Room Atlanta,194brittanyt
"My experience at the escape room was great I enjoyed every bit of it wasn't what I expected, but I had fun!",8-Aug-17,50,my experience,Escape The Room Atlanta,kchambliss1021
"Went here as a team building exercise for my MBA class at Clark Atlanta University. Had a great time, and it definitely was good to get everyone engaged and put at ease with each other. One of the owners Cliff, came out and spoke with...",4-Aug-17,50,Great Team Building Experience,Escape The Room Atlanta,DCaffe
I had a very fun time and it was a good way to test your brain while still being able to enjoy yourself.,3-Sep-17,50,Fantastic!,Escape The Room Atlanta,joycemalova
It was a great experience. I really enjoyed it. I would recommend it to my other friends. I would go back and do another room.,29-Aug-17,50,News Room,Escape The Room Atlanta,mzmack3046
We loved the Escape room in Atlanta. It was more challenging than we originally thought it would be. Perfect for a group of friends.,29-Aug-17,50,Perfect friend night!,Escape The Room Atlanta,Madison L
Visited Atlanta with my cousin for her bachelorette weekend! Really enjoyed this intriguing experience was a great bonding experience for all the ladies in the group,28-Aug-17,50,bachelorette weekend,Escape The Room Atlanta,tswright81
What a fun time we had!! There were 6 of us and we had a blast! Definitely recommend going there with a group.,28-Aug-17,50,Fun challenge,Escape The Room Atlanta,kahnmom64
"Lots of fun... If you asked for help, they just didn't tell you a direct clue, they made you think... It was a fun time with my family!",23-Aug-17,40,Escape room Atlanta,Escape The Room Atlanta,mythreems63
"Was a fun experience, however by the time we figured out how to play the game our hour was almost up.",22-Aug-17,40,First time clueless,Escape The Room Atlanta,doesi499
I enjoyed the news room . The staff was great. I would highly recommend this place to my family and friends ☺,21-Aug-17,50,Team building,Escape The Room Atlanta,kdubbs2017
Had a great time. Place was really cool. I suggest you have one person that only pays attention to what everyone is doing so efforts aren't duplicated. So glad we escaped!,18-Aug-17,40,Great time!,Escape The Room Atlanta,dgeanette
"Escape the room was just as I expected. Fun and exciting, but you definitely will use your brain activity. We were lucky to have a group of 6 and everyone put in a great amount of effort. Great team building fun for groups or companies.",15-Aug-17,40,Fun Brain Activity,Escape The Room Atlanta,Tiffany G
Great great time. Started of a little slow but once we figured out what to do a lot of fun for all. Well recommended for teens to adults.,17-Oct-17,50,Birthday party for 15 year old child,Escape The Room Atlanta,doreeni133
"This was really a last minute decision for me. Was hesitant even after reading the reviews of how much fun it is. Well, I’m no longer skeptical. I had THE most fun I have had in a long time. In a room with complete strangers...",16-Oct-17,50,ESCAPE THE ROOM,Escape The Room Atlanta,cv534
Fun times for my 40th birthday. Great experience in the Rec room. It was very challenging but lots of fun.,16-Oct-17,50,80s fun,Escape The Room Atlanta,kwayalynnb
We had a great time at Escape the Room Atlanta. The staff was very courteous and welcoming. We will be back with a big group.,16-Oct-17,50,Escape the Room Atlanta was Amazing,Escape The Room Atlanta,wmaysjr
"This place was awesome, something like out of an old school video game! Figuring out a series of hints and secret clues so you can hopefully find the right keys to help you Escape The Room. It's fun and challenging and they have a variety...",10-Oct-17,50,Coolest and most unique entertainment experience!,Escape The Room Atlanta,emmanuel_awesley
"It was unclear where it was exactly located....200 Peachtree St. we had to look for it. However, It was fun but there was no way we could escape the Apartment. We will go back though! It's worth the experience",10-Oct-17,30,Get there early so you can find it.,Escape The Room Atlanta,rdd978
I really enjoyed this place would love to come back to try again. Definitely have to use team work. Will surely be back soon.,10-Oct-17,40,Great family fun,Escape The Room Atlanta,shazzy561
I did Escape The Room Atlanta with coworkers of mine and we had a fabulous time. The best part of it was that I did it with coworkers of mine from around the country so obviously we do not get together in person often even...,5-Oct-17,50,Great team-building experience,Escape The Room Atlanta,19bonitap
Best date in months.....learned how smart my man really is!!!! Shared the experience with strangers but made friends,3-Oct-17,50,Mind Blowing Fun,Escape The Room Atlanta,cocoabrown2017
"Now you may be wondering why I gave here three stars. My wife and I visited here and it was truly a fun and amazing experience. We did the newsroom (Which was the most difficult room) which really tested your detective skills. The staff was...
Thank You
Cliff Hughes",1-Oct-17,30,My wife and I really enjoyed but...,Escape The Room Atlanta,Joel C
